from_place,Destination,Travel_Mode,Accommodation_Type,Food_Preference,Activity,Purpose,Travel_Duration_Days,Season,Month,Group_Size,Distance_in_km,Specific_Interests,Discounts_Offers,Destination_Popularity,Cost_Transportation,Cost_Accommodation,Cost_Food,Cost_Activities,Age_Group,Income_Level,Budget
Bangalore,Kerala,Flight,Resort,Budget Meals,Sightseeing,Work,4,Summer,August,5,1095,Religious Sites,None,High,2925,6248,1871,3550,Youth,High,29009
Delhi,Shimla,Bus,Hotel,Budget Meals,Sightseeing,Pilgrimage,10,Winter,May,6,2201,Wildlife,Travel Discounts,High,8520,1589,2311,7097,Adult,Middle,18548
Delhi,Shimla,Car,Hotel,Vegetarian,Cultural Events,Adventure,14,Summer,February,2,2865,Wildlife,Travel Discounts,Medium,13493,15429,1594,7490,Adult,High,14125
Delhi,Delhi,Train,Hostel,Vegetarian,Shopping,Pilgrimage,13,Summer,November,1,1697,Historical Sites,Airline Miles,Medium,11705,9671,2184,6071,Senior,High,43419
Mumbai,Mumbai,Flight,Hotel,Local Cuisine,Cultural Events,Pilgrimage,4,Summer,February,1,1642,Wildlife,Hotel Membership,Low,12892,8389,3582,4635,Senior,High,15093
Bangalore,Kerala,Flight,Resort,Local Cuisine,Relaxation,Pilgrimage,8,Monsoon,October,3,733,Religious Sites,Travel Discounts,Low,7453,12024,4567,3404,Adult,Middle,41207
Kolkata,Varanasi,Car,Resort,Budget Meals,Cultural Events,Pilgrimage,12,Autumn,February,2,1314,Adventure Sports,Airline Miles,High,9973,18839,2939,3435,Adult,Middle,18736
Delhi,Rajasthan,Train,Hostel,Vegetarian,Cultural Events,Adventure,4,Winter,February,1,385,Adventure Sports,Airline Miles,High,7761,9228,4591,3060,Youth,Middle,28810
Bangalore,Bangalore,Flight,Hotel,Vegetarian,Relaxation,Adventure,4,Autumn,December,5,125,Adventure Sports,Travel Discounts,Low,10376,13481,4282,4287,Adult,Middle,30196
Delhi,Rajasthan,Flight,Resort,Vegetarian,Sightseeing,Work,15,Summer,July,3,966,Adventure Sports,Airline Miles,Medium,11165,16367,1348,6464,Adult,High,17692
Kolkata,Varanasi,Train,Hostel,Budget Meals,Cultural Events,Leisure,4,Monsoon,May,6,2583,Shopping,Travel Discounts,Low,7946,17645,3287,7156,Senior,High,12578
Delhi,Jaipur,Car,Hotel,Vegetarian,Relaxation,Pilgrimage,13,Summer,June,5,1600,Beaches,Hotel Membership,High,3756,13539,2144,2963,Adult,Middle,44646
Kolkata,Varanasi,Car,Homestay,Budget Meals,Shopping,Pilgrimage,11,Autumn,July,5,1112,Shopping,Hotel Membership,Medium,6238,2182,1562,4648,Youth,Middle,34127
Delhi,Delhi,Car,Resort,Non-Vegetarian,Relaxation,Leisure,11,Autumn,June,2,2678,Historical Sites,None,Low,1119,13274,2380,9217,Youth,Low,22884
Delhi,Jaipur,Bus,Resort,Non-Vegetarian,Trekking,Leisure,6,Autumn,May,6,2199,Historical Sites,None,High,6763,1042,3664,4078,Youth,High,31678
Mumbai,Mumbai,Flight,Homestay,Vegetarian,Sightseeing,Work,9,Summer,September,4,2637,Beaches,Travel Discounts,Low,13921,13913,4037,1111,Youth,Low,28656
Delhi,Rajasthan,Car,Hostel,Budget Meals,Shopping,Leisure,8,Winter,December,5,1211,Historical Sites,Travel Discounts,Medium,14175,18475,1402,5872,Youth,Middle,43970
Mumbai,Mumbai,Bus,Resort,Budget Meals,Relaxation,Adventure,6,Summer,January,4,407,Beaches,Hotel Membership,Medium,9652,7893,3296,875,Adult,High,38971
Delhi,Rajasthan,Car,Hotel,Non-Vegetarian,Cultural Events,Leisure,14,Autumn,June,4,1976,Historical Sites,Airline Miles,Medium,2554,8157,1399,2586,Youth,Middle,31442
Kolkata,Varanasi,Bus,Homestay,Local Cuisine,Sightseeing,Work,6,Autumn,January,3,2890,Wildlife,Hotel Membership,High,14413,15002,2689,1168,Adult,Low,37651
Kolkata,Varanasi,Train,Homestay,Budget Meals,Relaxation,Pilgrimage,11,Summer,May,5,1488,Religious Sites,Hotel Membership,Low,3118,16702,2013,8922,Youth,High,17863
Mumbai,Goa,Train,Hotel,Budget Meals,Relaxation,Work,15,Monsoon,April,6,388,Shopping,Hotel Membership,High,10024,19414,3084,4032,Youth,Low,48464
Delhi,Rajasthan,Flight,Resort,Local Cuisine,Cultural Events,Leisure,14,Autumn,October,5,271,Beaches,Travel Discounts,High,1349,6411,2514,6369,Adult,Middle,27431
Mumbai,Mumbai,Flight,Hostel,Vegetarian,Cultural Events,Leisure,15,Winter,March,6,1946,Historical Sites,Airline Miles,Low,6347,1143,680,5287,Youth,Low,28148
Bangalore,Kerala,Train,Hotel,Budget Meals,Relaxation,Work,15,Winter,December,1,2370,Adventure Sports,Airline Miles,Medium,8265,16906,4162,3851,Senior,High,8635
Delhi,Rajasthan,Bus,Homestay,Local Cuisine,Trekking,Leisure,8,Summer,August,2,2829,Religious Sites,None,Medium,4025,12873,3491,8151,Senior,Middle,10547
Delhi,Jaipur,Flight,Homestay,Local Cuisine,Relaxation,Leisure,6,Winter,October,4,2591,Adventure Sports,Hotel Membership,Low,13487,10639,4698,9583,Adult,High,8515
Bangalore,Kerala,Bus,Hotel,Non-Vegetarian,Shopping,Pilgrimage,9,Summer,June,1,1867,Adventure Sports,None,Low,13396,5394,1749,7817,Adult,Middle,24036
Mumbai,Mumbai,Car,Resort,Budget Meals,Cultural Events,Pilgrimage,8,Monsoon,May,6,531,Wildlife,Travel Discounts,Medium,11087,2262,639,8584,Youth,High,42645
Mumbai,Mumbai,Bus,Homestay,Local Cuisine,Relaxation,Pilgrimage,12,Monsoon,December,1,1837,Beaches,None,Medium,6964,8241,3314,989,Youth,Middle,32266
Kolkata,Kolkata,Car,Homestay,Vegetarian,Cultural Events,Pilgrimage,4,Autumn,March,6,2027,Beaches,Airline Miles,High,9133,2619,957,6053,Adult,Middle,15149
Delhi,Shimla,Train,Homestay,Local Cuisine,Shopping,Pilgrimage,8,Winter,July,5,2767,Adventure Sports,Travel Discounts,High,10183,12669,563,5440,Senior,High,33517
Bangalore,Kerala,Flight,Resort,Vegetarian,Shopping,Work,4,Monsoon,June,6,1981,Historical Sites,Airline Miles,Low,7286,2514,2487,1623,Senior,High,36041
Kolkata,Kolkata,Flight,Homestay,Vegetarian,Sightseeing,Leisure,8,Summer,October,1,430,Beaches,Hotel Membership,High,11012,7221,2444,4057,Senior,Middle,29366
Delhi,Delhi,Car,Hotel,Non-Vegetarian,Sightseeing,Work,11,Autumn,September,2,2732,Wildlife,Travel Discounts,Medium,7622,9141,2736,2713,Senior,Low,41733
Delhi,Jaipur,Train,Homestay,Vegetarian,Trekking,Pilgrimage,5,Monsoon,August,3,659,Adventure Sports,Airline Miles,Low,14441,15224,3829,4425,Adult,High,31526
Delhi,Shimla,Flight,Resort,Budget Meals,Shopping,Pilgrimage,12,Monsoon,July,5,1876,Adventure Sports,Airline Miles,Medium,6411,15324,3804,5594,Senior,Low,42124
Delhi,Delhi,Bus,Hotel,Non-Vegetarian,Cultural Events,Leisure,11,Monsoon,October,4,1649,Historical Sites,Airline Miles,Low,11324,5469,2681,6786,Senior,Middle,42050
Delhi,Rajasthan,Train,Hotel,Non-Vegetarian,Cultural Events,Work,6,Monsoon,January,4,2816,Wildlife,Travel Discounts,High,1843,9699,3200,5871,Senior,Middle,36848
Delhi,Shimla,Car,Resort,Local Cuisine,Cultural Events,Adventure,11,Winter,June,3,324,Shopping,Hotel Membership,Medium,10857,9649,2259,7286,Youth,Low,49367
Kolkata,Varanasi,Flight,Homestay,Budget Meals,Sightseeing,Pilgrimage,9,Monsoon,May,2,223,Beaches,Travel Discounts,High,7040,5498,915,4588,Adult,Low,28273
Bangalore,Bangalore,Flight,Homestay,Vegetarian,Shopping,Adventure,8,Summer,April,3,2291,Wildlife,Airline Miles,Low,9203,16590,3967,7229,Senior,Low,46113
Delhi,Rajasthan,Car,Hotel,Local Cuisine,Trekking,Work,6,Winter,July,1,2120,Historical Sites,None,Medium,6727,16044,2920,7158,Adult,High,40911
Bangalore,Bangalore,Flight,Homestay,Non-Vegetarian,Cultural Events,Leisure,14,Autumn,February,1,1237,Wildlife,Travel Discounts,Low,13157,13002,1511,4118,Youth,Middle,16808
Bangalore,Kerala,Flight,Hostel,Non-Vegetarian,Sightseeing,Adventure,11,Monsoon,June,2,1933,Religious Sites,Airline Miles,Low,3068,15531,2810,4578,Youth,Low,43513
Kolkata,Kolkata,Car,Resort,Local Cuisine,Cultural Events,Leisure,5,Autumn,February,4,1507,Religious Sites,Hotel Membership,High,7897,15971,1637,1387,Senior,Low,19526
Kolkata,Kolkata,Car,Hotel,Non-Vegetarian,Cultural Events,Pilgrimage,4,Monsoon,December,6,1838,Religious Sites,None,High,2363,18122,1248,6776,Adult,High,5505
Bangalore,Bangalore,Train,Hostel,Non-Vegetarian,Shopping,Work,12,Summer,January,6,1567,Shopping,Hotel Membership,High,8247,10725,2042,2880,Youth,High,20049
Delhi,Jaipur,Train,Hotel,Non-Vegetarian,Shopping,Work,9,Autumn,December,5,1419,Wildlife,Hotel Membership,Low,2061,11583,2996,9419,Senior,Low,49787
Delhi,Shimla,Flight,Hotel,Non-Vegetarian,Trekking,Pilgrimage,9,Summer,April,4,881,Adventure Sports,Airline Miles,Low,1867,1094,4925,5117,Youth,Middle,28922
Mumbai,Mumbai,Train,Resort,Budget Meals,Sightseeing,Work,4,Monsoon,August,1,505,Shopping,Airline Miles,Low,13203,16423,1258,7857,Senior,High,35305
Delhi,Shimla,Car,Hotel,Budget Meals,Cultural Events,Adventure,8,Winter,August,6,1019,Shopping,Hotel Membership,High,13688,13400,4990,3599,Youth,High,7412
Bangalore,Kerala,Car,Hostel,Budget Meals,Shopping,Adventure,3,Monsoon,December,3,226,Shopping,Hotel Membership,High,14777,13078,4326,851,Senior,Middle,39021
Kolkata,Kolkata,Bus,Hotel,Local Cuisine,Cultural Events,Work,3,Monsoon,July,2,2722,Historical Sites,Airline Miles,Low,7275,3125,1493,9693,Adult,High,35734
Mumbai,Goa,Flight,Hotel,Non-Vegetarian,Cultural Events,Leisure,12,Monsoon,October,1,2326,Historical Sites,Travel Discounts,High,9640,1790,3323,9083,Adult,Middle,47556
Kolkata,Varanasi,Car,Hotel,Vegetarian,Shopping,Adventure,5,Summer,February,1,2356,Shopping,None,Medium,4314,11418,3465,6895,Senior,High,30277
Bangalore,Kerala,Train,Hostel,Vegetarian,Shopping,Leisure,6,Summer,December,5,2765,Shopping,None,Medium,2734,14907,4325,4852,Senior,High,29143
Kolkata,Kolkata,Car,Hostel,Local Cuisine,Relaxation,Leisure,11,Winter,August,6,2084,Adventure Sports,Hotel Membership,Low,11922,11914,3014,4041,Senior,Low,13566
Delhi,Shimla,Car,Resort,Vegetarian,Trekking,Pilgrimage,5,Summer,January,6,1606,Shopping,Travel Discounts,Low,2458,19631,3942,9924,Youth,Low,7365
Delhi,Shimla,Train,Hotel,Non-Vegetarian,Sightseeing,Work,15,Summer,January,3,2677,Wildlife,Airline Miles,Medium,3915,14878,1906,1372,Youth,High,41379
Mumbai,Mumbai,Car,Homestay,Budget Meals,Relaxation,Leisure,4,Summer,July,5,2771,Shopping,Airline Miles,High,10486,8242,1177,7717,Senior,Middle,17209
Delhi,Jaipur,Car,Homestay,Vegetarian,Trekking,Pilgrimage,13,Winter,June,3,2025,Wildlife,None,Low,5935,7936,2972,5730,Youth,Middle,33795
Delhi,Delhi,Flight,Hotel,Local Cuisine,Cultural Events,Pilgrimage,3,Autumn,March,1,2585,Shopping,Travel Discounts,Medium,7843,7109,2601,3728,Youth,High,43509
Bangalore,Kerala,Car,Resort,Budget Meals,Sightseeing,Pilgrimage,8,Monsoon,April,5,2684,Historical Sites,Airline Miles,Low,10715,16530,2633,3661,Adult,Middle,6086
Bangalore,Bangalore,Train,Hotel,Vegetarian,Sightseeing,Leisure,11,Autumn,October,5,2677,Beaches,Hotel Membership,Low,6024,17475,1135,2150,Youth,Middle,40762
Kolkata,Varanasi,Flight,Hostel,Local Cuisine,Cultural Events,Pilgrimage,9,Winter,July,3,2864,Beaches,Travel Discounts,High,3914,5044,2388,6098,Senior,Middle,8487
Kolkata,Kolkata,Train,Hostel,Non-Vegetarian,Relaxation,Pilgrimage,3,Autumn,April,6,1258,Religious Sites,Hotel Membership,Low,1812,2659,3917,1331,Youth,High,37125
Delhi,Jaipur,Flight,Hotel,Budget Meals,Relaxation,Pilgrimage,4,Monsoon,March,1,1113,Historical Sites,Travel Discounts,Medium,2103,13549,4715,1181,Senior,Middle,30636
Kolkata,Kolkata,Bus,Hotel,Local Cuisine,Shopping,Leisure,6,Summer,July,4,1523,Wildlife,Hotel Membership,High,8196,4240,3557,8256,Senior,Low,19308
Bangalore,Bangalore,Flight,Homestay,Non-Vegetarian,Shopping,Work,5,Winter,November,6,470,Wildlife,Hotel Membership,Medium,1112,3755,2272,8908,Adult,High,10612
Kolkata,Kolkata,Train,Hotel,Local Cuisine,Trekking,Adventure,8,Winter,March,6,175,Adventure Sports,Hotel Membership,Low,9244,17826,4764,6906,Adult,Middle,15081
Bangalore,Bangalore,Bus,Hotel,Non-Vegetarian,Cultural Events,Work,15,Summer,November,4,1922,Religious Sites,Hotel Membership,High,12785,4725,708,2058,Youth,Low,44312
Mumbai,Goa,Bus,Hostel,Non-Vegetarian,Sightseeing,Pilgrimage,9,Summer,May,2,2274,Shopping,Travel Discounts,Medium,8808,3676,2488,3090,Youth,Low,39971
Delhi,Shimla,Train,Homestay,Non-Vegetarian,Trekking,Adventure,10,Autumn,July,1,1323,Shopping,Travel Discounts,Medium,1848,18664,4589,8475,Youth,Low,7579
Mumbai,Goa,Car,Homestay,Non-Vegetarian,Shopping,Leisure,3,Winter,June,1,126,Adventure Sports,Airline Miles,Medium,5740,3121,4078,9213,Senior,High,20800
Delhi,Delhi,Train,Resort,Budget Meals,Trekking,Pilgrimage,14,Winter,September,2,2144,Shopping,None,Low,1650,9984,1979,4305,Adult,Middle,17142
Delhi,Delhi,Flight,Homestay,Non-Vegetarian,Sightseeing,Leisure,14,Summer,November,1,2715,Beaches,Hotel Membership,Medium,11738,1108,4560,8355,Adult,Low,32943
Delhi,Jaipur,Bus,Homestay,Budget Meals,Trekking,Pilgrimage,10,Autumn,December,4,563,Wildlife,None,Medium,10051,10157,3440,5053,Senior,Low,29765
Delhi,Rajasthan,Bus,Homestay,Local Cuisine,Sightseeing,Work,6,Monsoon,October,1,1487,Wildlife,None,Low,2630,1849,3864,8657,Adult,Middle,7265
Bangalore,Kerala,Train,Resort,Non-Vegetarian,Cultural Events,Pilgrimage,14,Monsoon,December,1,1081,Beaches,Hotel Membership,Medium,12502,16953,4615,8136,Youth,High,44675
Delhi,Delhi,Train,Hostel,Vegetarian,Trekking,Leisure,10,Summer,June,3,2813,Beaches,Hotel Membership,Medium,5000,17319,2281,1652,Youth,Middle,9137
Bangalore,Bangalore,Train,Hostel,Vegetarian,Sightseeing,Adventure,5,Autumn,December,3,2431,Historical Sites,Airline Miles,Medium,5879,18928,3549,2018,Senior,Low,20776
Mumbai,Goa,Train,Hotel,Non-Vegetarian,Shopping,Leisure,14,Winter,August,1,601,Historical Sites,Airline Miles,High,5612,19608,4417,676,Youth,High,21569
Delhi,Rajasthan,Flight,Homestay,Non-Vegetarian,Shopping,Adventure,7,Summer,May,3,581,Religious Sites,Hotel Membership,High,2075,1392,2894,2310,Youth,Low,18962
Delhi,Delhi,Bus,Homestay,Local Cuisine,Cultural Events,Pilgrimage,5,Autumn,March,6,2839,Wildlife,Airline Miles,High,9013,13378,1128,9064,Senior,High,8101
Bangalore,Bangalore,Car,Resort,Budget Meals,Cultural Events,Adventure,14,Winter,April,5,2017,Beaches,Travel Discounts,Low,14105,6267,841,5050,Senior,Middle,33701
Delhi,Delhi,Flight,Homestay,Local Cuisine,Sightseeing,Pilgrimage,8,Autumn,September,1,2692,Adventure Sports,Hotel Membership,Low,1656,9125,1376,6198,Adult,Middle,27385
Delhi,Jaipur,Bus,Hostel,Vegetarian,Relaxation,Pilgrimage,6,Summer,January,3,1192,Beaches,Hotel Membership,High,7726,8467,4731,5644,Adult,Middle,48363
Mumbai,Goa,Train,Hotel,Budget Meals,Sightseeing,Pilgrimage,6,Monsoon,March,1,2863,Shopping,Airline Miles,Medium,5374,10254,795,7875,Senior,High,35057
Bangalore,Bangalore,Car,Resort,Budget Meals,Relaxation,Work,13,Winter,December,1,1915,Adventure Sports,None,Medium,7595,4461,4133,6513,Senior,Middle,13875
Delhi,Jaipur,Flight,Homestay,Vegetarian,Sightseeing,Pilgrimage,11,Autumn,February,5,1763,Beaches,Travel Discounts,Low,5239,19446,4994,7289,Adult,Low,33018
Bangalore,Kerala,Flight,Hotel,Budget Meals,Cultural Events,Leisure,6,Monsoon,August,1,2888,Beaches,Hotel Membership,Low,7932,18370,4455,4700,Senior,High,20872
Mumbai,Goa,Train,Hotel,Local Cuisine,Trekking,Leisure,15,Summer,May,4,2399,Religious Sites,None,High,1969,4055,4691,7479,Adult,Low,35411
Delhi,Rajasthan,Train,Hotel,Local Cuisine,Shopping,Adventure,8,Winter,March,4,1554,Historical Sites,Travel Discounts,High,12941,6064,3400,6747,Senior,Middle,11350
Mumbai,Mumbai,Flight,Homestay,Non-Vegetarian,Cultural Events,Work,8,Summer,April,1,349,Historical Sites,Airline Miles,Medium,1189,17017,1339,4560,Senior,Middle,10990
Bangalore,Bangalore,Train,Hotel,Vegetarian,Shopping,Work,5,Monsoon,May,2,2699,Shopping,Airline Miles,Medium,2964,5053,3853,2280,Senior,Middle,9940
Bangalore,Bangalore,Bus,Homestay,Non-Vegetarian,Cultural Events,Leisure,11,Monsoon,April,4,1347,Wildlife,Hotel Membership,Low,14386,11189,757,3497,Youth,Low,23036
Delhi,Delhi,Bus,Homestay,Non-Vegetarian,Shopping,Leisure,14,Monsoon,November,2,2130,Historical Sites,None,Low,11329,15780,2235,6409,Adult,Middle,18517
Delhi,Rajasthan,Bus,Hostel,Local Cuisine,Cultural Events,Adventure,10,Monsoon,May,5,1649,Historical Sites,None,High,7332,19622,4858,8872,Youth,Middle,36616
Mumbai,Mumbai,Car,Hostel,Budget Meals,Shopping,Pilgrimage,15,Autumn,October,2,2353,Shopping,Airline Miles,High,14868,9328,699,8164,Youth,Middle,18624
Mumbai,Mumbai,Bus,Hostel,Budget Meals,Sightseeing,Leisure,15,Summer,March,6,1085,Religious Sites,Hotel Membership,High,12577,16627,2930,3797,Youth,High,33451
Kolkata,Kolkata,Flight,Hostel,Non-Vegetarian,Shopping,Leisure,13,Monsoon,April,6,2649,Beaches,Travel Discounts,Medium,10691,9670,3892,4801,Adult,Middle,20147
Bangalore,Bangalore,Bus,Homestay,Budget Meals,Relaxation,Leisure,5,Summer,December,1,2069,Religious Sites,Airline Miles,Low,5585,1775,1822,3994,Senior,Low,34401
Kolkata,Kolkata,Train,Resort,Budget Meals,Sightseeing,Adventure,9,Winter,November,3,215,Adventure Sports,Airline Miles,Medium,4791,17536,1150,2511,Youth,Middle,22735
Mumbai,Goa,Train,Hostel,Non-Vegetarian,Sightseeing,Adventure,15,Monsoon,October,3,745,Religious Sites,Airline Miles,High,6215,9683,2277,4255,Senior,Middle,47588
Delhi,Delhi,Train,Resort,Non-Vegetarian,Relaxation,Adventure,15,Winter,June,1,218,Religious Sites,None,High,11289,9237,4775,6813,Senior,High,42910
Kolkata,Kolkata,Bus,Hostel,Budget Meals,Sightseeing,Pilgrimage,8,Winter,January,3,793,Historical Sites,Hotel Membership,Medium,11202,7867,2408,8152,Adult,Low,36221
Bangalore,Kerala,Train,Resort,Non-Vegetarian,Shopping,Leisure,14,Monsoon,January,2,2853,Wildlife,Travel Discounts,Low,1303,1008,981,8234,Youth,Low,25404
Mumbai,Goa,Car,Hotel,Non-Vegetarian,Sightseeing,Pilgrimage,8,Monsoon,October,4,204,Beaches,Hotel Membership,Medium,6910,15597,742,3739,Youth,Low,16795
Mumbai,Goa,Flight,Resort,Vegetarian,Relaxation,Pilgrimage,4,Winter,March,6,1195,Historical Sites,Travel Discounts,Medium,9448,16879,3158,6081,Senior,High,35464
Delhi,Shimla,Flight,Homestay,Vegetarian,Shopping,Pilgrimage,3,Autumn,March,2,1650,Shopping,Travel Discounts,High,9850,5090,2859,2700,Youth,Middle,24442
Delhi,Delhi,Bus,Homestay,Vegetarian,Shopping,Adventure,5,Autumn,May,6,842,Wildlife,Travel Discounts,High,8235,19216,3936,9734,Senior,High,11949
Delhi,Shimla,Bus,Resort,Local Cuisine,Relaxation,Leisure,15,Autumn,November,4,1924,Adventure Sports,Travel Discounts,Low,6194,8098,4223,8244,Youth,Low,10638
Delhi,Rajasthan,Bus,Hostel,Vegetarian,Cultural Events,Pilgrimage,8,Summer,May,2,1846,Religious Sites,Airline Miles,Medium,2118,17677,4162,6615,Adult,High,49288
Delhi,Rajasthan,Car,Hostel,Vegetarian,Trekking,Work,10,Autumn,February,2,1541,Beaches,None,Medium,8501,17578,3358,2386,Adult,Low,18653
Delhi,Rajasthan,Bus,Hostel,Local Cuisine,Cultural Events,Adventure,3,Winter,June,4,2252,Shopping,None,Medium,2198,9057,3823,6043,Senior,Low,5452
Delhi,Rajasthan,Bus,Resort,Local Cuisine,Relaxation,Adventure,14,Autumn,January,4,230,Adventure Sports,Airline Miles,High,1833,10102,1149,8498,Adult,Middle,33913
Delhi,Delhi,Car,Resort,Vegetarian,Cultural Events,Work,11,Summer,February,3,2007,Historical Sites,Travel Discounts,High,9577,5890,2879,9334,Senior,Middle,35043
Mumbai,Mumbai,Flight,Homestay,Non-Vegetarian,Cultural Events,Pilgrimage,6,Monsoon,February,6,2525,Religious Sites,None,High,3234,7715,2292,9941,Senior,High,46141
Delhi,Rajasthan,Flight,Homestay,Vegetarian,Sightseeing,Adventure,14,Summer,November,6,77,Wildlife,Travel Discounts,Medium,14599,9713,1404,8112,Senior,High,13055
Kolkata,Kolkata,Car,Hotel,Local Cuisine,Shopping,Adventure,11,Winter,February,4,2858,Religious Sites,Travel Discounts,Medium,12789,15189,3652,7067,Adult,Middle,43607
Kolkata,Kolkata,Flight,Homestay,Non-Vegetarian,Sightseeing,Pilgrimage,13,Autumn,May,3,1363,Religious Sites,Airline Miles,Low,9212,16979,1676,8168,Adult,Middle,14153
Mumbai,Mumbai,Train,Hostel,Vegetarian,Cultural Events,Leisure,13,Winter,July,5,747,Shopping,None,Medium,14113,16694,1644,5501,Adult,Middle,41307
Delhi,Delhi,Flight,Hostel,Non-Vegetarian,Sightseeing,Pilgrimage,6,Winter,September,6,827,Historical Sites,None,Medium,5122,17441,4856,5798,Adult,High,8644
Kolkata,Varanasi,Bus,Homestay,Non-Vegetarian,Shopping,Pilgrimage,5,Winter,June,1,1182,Wildlife,Airline Miles,High,8423,19739,4974,3772,Senior,High,42323
Kolkata,Varanasi,Flight,Hostel,Local Cuisine,Shopping,Adventure,9,Summer,November,2,2272,Shopping,Hotel Membership,Medium,1752,5019,1408,7580,Youth,Middle,45476
Kolkata,Kolkata,Bus,Resort,Budget Meals,Trekking,Work,9,Monsoon,March,4,2201,Religious Sites,Travel Discounts,Low,14737,2592,1241,564,Youth,High,49826
Kolkata,Varanasi,Flight,Hotel,Local Cuisine,Trekking,Leisure,6,Autumn,March,1,576,Shopping,Hotel Membership,Medium,3810,10985,2717,7333,Senior,Low,40391
Delhi,Rajasthan,Flight,Hotel,Budget Meals,Shopping,Adventure,9,Summer,October,2,2827,Wildlife,Travel Discounts,Medium,4941,18644,1248,5030,Youth,Low,19225
Mumbai,Goa,Car,Homestay,Local Cuisine,Relaxation,Pilgrimage,4,Summer,January,2,1209,Adventure Sports,None,Low,4479,9085,2008,8945,Youth,High,49077
Bangalore,Bangalore,Car,Hotel,Non-Vegetarian,Shopping,Pilgrimage,3,Winter,January,5,99,Historical Sites,Airline Miles,Medium,8777,8229,4510,7646,Adult,Middle,24810
Mumbai,Mumbai,Car,Resort,Vegetarian,Cultural Events,Work,10,Summer,June,3,1319,Religious Sites,Travel Discounts,Medium,12195,9095,2278,9955,Senior,Low,28394
Bangalore,Bangalore,Bus,Hostel,Budget Meals,Sightseeing,Work,4,Winter,April,3,961,Religious Sites,Airline Miles,Medium,8752,7191,2263,9756,Youth,Low,27658
Bangalore,Bangalore,Flight,Hostel,Budget Meals,Sightseeing,Leisure,5,Summer,October,6,1535,Shopping,None,Low,4063,6808,775,6915,Senior,High,33940
Delhi,Shimla,Flight,Hotel,Vegetarian,Shopping,Pilgrimage,6,Summer,July,3,1238,Beaches,Hotel Membership,High,12305,1244,961,8092,Senior,Low,30812
Delhi,Rajasthan,Car,Resort,Non-Vegetarian,Shopping,Work,10,Autumn,September,3,2788,Historical Sites,Airline Miles,High,1714,2421,991,7430,Youth,High,38332
Delhi,Rajasthan,Bus,Resort,Budget Meals,Cultural Events,Pilgrimage,7,Autumn,February,4,728,Shopping,Travel Discounts,High,4608,7023,2851,6702,Adult,High,31377
